Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1980-12-12,0.09883445501327515,0.09926414618775836,0.09883445501327515,0.09883445501327515,469033600
1980-12-15,0.09367820620536804,0.0941078974033573,0.09367820620536804,0.0941078974033573,175884800
1980-12-16,0.08680243790149689,0.08723212343030957,0.08680243790149689,0.08723212343030957,105728000
1980-12-17,0.08895085752010345,0.08938054869204341,0.08895085752010345,0.08895085752010345,86441600
1980-12-18,0.09152976423501968,0.09195944968069764,0.09152976423501968,0.09152976423501968,73449600
1980-12-19,0.0971156656742096,0.09754535668889751,0.0971156656742096,0.0971156656742096,48630400
1980-12-22,0.10184232145547867,0.10227278159921513,0.10184232145547867,0.10184232145547867,37363200
1980-12-23,0.1061399057507515,0.10656959683563827,0.1061399057507515,0.1061399057507515,46950400
1980-12-24,0.11172594130039215,0.1121556327155301,0.11172594130039215,0.11172594130039215,48003200
1980-12-26,0.12203917652368546,0.12246886773216609,0.12203917652368546,0.12203917652368546,55574400
1980-12-29,0.12375792860984802,0.12418761981390837,0.12375792860984802,0.12375792860984802,93161600
1980-12-30,0.12075010687112808,0.12117978657826453,0.12075010687112808,0.12117978657826453,68880000
1980-12-31,0.11731261014938354,0.11774230136700296,0.11731261014938356,0.11774230136700296,35750400
1981-01-02,0.11860168725252151,0.11946106979590572,0.11860168725252151,0.11860168725252151,21660800
1981-01-05,0.11602351814508438,0.11645319777759636,0.11602351814508438,0.11645319777759636,35728000
1981-01-06,0.11086653918027878,0.11129623052065409,0.11086653918027878,0.11129623052065409,45158400
1981-01-07,0.1061399057507515,0.10656959683563827,0.1061399057507515,0.10656959683563827,55686400
1981-01-08,0.10399147123098373,0.10442115083277595,0.10399147123098375,0.10442115083277595,39827200
1981-01-09,0.1095774695277214,0.11000716084023128,0.1095774695277214,0.1095774695277214,21504000
1981-01-12,0.10871805995702744,0.10957743080369806,0.10871805995702744,0.10957743080369806,23699200
1981-01-13,0.10485091060400009,0.1052806019619578,0.10485091060400009,0.1052806019619578,23049600
1981-01-14,0.1052805483341217,0.10571023947320321,0.1052805483341217,0.1052805483341217,14291200
1981-01-15,0.10742898285388947,0.10828835357980221,0.10742898285388947,0.10742898285388947,14067200
1981-01-16,0.10656965523958206,0.10699934655995488,0.10656965523958206,0.10699934655995488,13395200
1981-01-19,0.11301496624946594,0.11344465752080304,0.11301496624946594,0.11301496624946594,41574400
1981-01-20,0.1095774695277214,0.11000716084023128,0.1095774695277214,0.11000716084023128,30083200
1981-01-21,0.11172594130039215,0.1125853126560128,0.11172594130039215,0.11172594130039215,15904000
1981-01-22,0.11301496624946594,0.11387434879214015,0.11301496624946594,0.11301496624946594,35548800
1981-01-23,0.11258523911237717,0.113444621381282,0.11258523911237717,0.11301493024682958,11222400
1981-01-26,0.11086653918027878,0.11129623052065409,0.11086653918027878,0.11129623052065409,24640000
1981-01-27,0.11000718176364899,0.11086655307746907,0.110007181763649,0.11086655307746907,23699200
1981-01-28,0.10656965523958206,0.10699934655995488,0.10656965523958206,0.10699934655995488,28156800
1981-01-29,0.10270242393016815,0.10313211511508742,0.10270242393016815,0.10313211511508742,43904000
1981-01-30,0.0971156656742096,0.09797504770358541,0.0971156656742096,0.09797504770358541,46188800
1981-02-02,0.09152976423501968,0.09195944968069764,0.09152976423501968,0.09195944968069764,23766400
1981-02-03,0.09496726840734482,0.09539695384242446,0.09496726840734482,0.09496726840734482,19152000
1981-02-04,0.09840478748083115,0.09883446723379385,0.09840478748083115,0.09840478748083115,27865600
1981-02-05,0.09840478748083115,0.09926415846140679,0.09840478748083115,0.09840478748083115,7929600
1981-02-06,0.09883445501327515,0.09926414618775836,0.09883445501327515,0.09883445501327515,13865600
1981-02-09,0.09367820620536804,0.09453758286402182,0.09367820620536804,0.09453758286402182,16755200
1981-02-10,0.09367820620536804,0.0941078974033573,0.09367820620536804,0.09367820620536804,18345600
1981-02-11,0.09067041426897049,0.0911000998410022,0.09067041426897049,0.0911000998410022,13843200
1981-02-12,0.08981023728847504,0.09024069727703617,0.08981023728847504,0.09024069727703617,14560000
1981-02-13,0.08766184002161026,0.08852121706483192,0.08766184002161026,0.08852121706483192,11155200
1981-02-17,0.08981023728847504,0.09024069727703617,0.08981023728847504,0.08981023728847504,12275200
1981-02-18,0.09367820620536804,0.09453758286402182,0.09367820620536804,0.09367820620536804,19241600
1981-02-19,0.08809149265289307,0.08852118388209501,0.08809149265289307,0.08852118388209501,22310400
1981-02-20,0.08336494863033295,0.0837946399887785,0.08336494863033295,0.0837946399887785,24371200
1981-02-23,0.08465399593114853,0.0850836872119342,0.08465399593114853,0.08465399593114853,14112000
1981-02-24,0.08164618164300919,0.08250555848544357,0.08164618164300919,0.08250555848544357,16979200
1981-02-25,0.08680243790149689,0.08723212343030957,0.08680243790149689,0.08680243790149689,19488000
1981-02-26,0.08809149265289307,0.08852118388209501,0.08809149265289307,0.08809149265289307,10841600
1981-02-27,0.09110008180141449,0.09195945851263083,0.09110008180141449,0.09110008180141449,14761600
1981-03-02,0.09152976423501968,0.09195944968069764,0.09152976423501968,0.09152976423501968,11760000
1981-03-03,0.0902407318353653,0.09067042318698612,0.0902407318353653,0.09067042318698612,16172800
1981-03-04,0.08938058465719223,0.08981027026470562,0.08938058465719223,0.08981027026470562,13708800
1981-03-05,0.08895085752010345,0.08938054869204341,0.08895085752010345,0.08938054869204341,5376000
1981-03-06,0.08809149265289307,0.08895086937397181,0.08809149265289307,0.08895086937397181,11603200
1981-03-09,0.0812164694070816,0.08164615481846425,0.0812164694070816,0.08164615481846425,15321600
1981-03-10,0.07734851539134979,0.0777782008703655,0.07734851539134979,0.0777782008703655,28380800
1981-03-11,0.07434067130088806,0.07520004773281509,0.07434067130088806,0.07520004773281509,29859200
1981-03-12,0.07734851539134979,0.0777782008703655,0.07734851539134979,0.07734851539134979,59248000
1981-03-13,0.07648914307355881,0.07691882857716592,0.07648914307355881,0.07691882857716592,231302400
1981-03-16,0.07949770987033844,0.08035708636106423,0.07949770987033844,0.07949770987033844,37228800
1981-03-17,0.08336494863033295,0.08422432560989718,0.08336494863033295,0.08336494863033295,43747200
1981-03-18,0.08852117508649826,0.08938055172218806,0.08852117508649826,0.08852117508649826,36937600
1981-03-19,0.08766184002161026,0.08809152567455744,0.08766184002161026,0.08809152567455744,37811200
1981-03-20,0.08852117508649826,0.08938055172218806,0.08852117508649826,0.08852117508649826,14604800
1981-03-23,0.09195944666862488,0.09281882326915698,0.09195944666862488,0.09195944666862488,22019200
1981-03-24,0.09152976423501968,0.09195944968069764,0.09152976423501968,0.09195944968069764,28156800
1981-03-25,0.08981023728847504,0.09067038846410364,0.08981023728847504,0.09067038846410364,7056000
1981-03-26,0.08809149265289307,0.08852118388209501,0.08809149265289307,0.08852118388209501,12275200
1981-03-27,0.08508364856243134,0.08551333391070531,0.08508364856243134,0.08551333391070531,12252800
1981-03-30,0.08508364856243134,0.08594302499630252,0.08508364856243134,0.08508364856243134,9900800
1981-03-31,0.08422432094812393,0.08508369788012209,0.08422432094812393,0.08508369788012209,15993600
1981-04-01,0.08336494863033295,0.0837946399887785,0.08336494863033295,0.0837946399887785,34070400
1981-04-02,0.09067041426897049,0.0911000998410022,0.09067041426897049,0.09067041426897049,31404800
1981-04-03,0.09110008180141449,0.0915297730256852,0.09110008180141449,0.09110008180141449,16486400
1981-04-06,0.08938058465719223,0.08981027026470562,0.08938058465719223,0.08981027026470562,22803200
1981-04-07,0.08852117508649826,0.08895086053568088,0.08852117508649826,0.08895086053568088,10684800
1981-04-08,0.09281884878873825,0.09367822562554712,0.09281884878873825,0.09281884878873825,21952000
1981-04-09,0.09453760832548141,0.09496729963919782,0.09453760832548141,0.09453760832548141,12499200
1981-04-10,0.09582668542861938,0.09625637104491393,0.09582668542861938,0.09582668542861938,33465600
1981-04-13,0.09582668542861938,0.09625637104491393,0.09582668542861938,0.09582668542861938,16060800
1981-04-14,0.09582668542861938,0.09625637104491393,0.09582668542861938,0.09582668542861938,6652800
1981-04-15,0.09110008180141449,0.0915297730256852,0.09110008180141449,0.0915297730256852,34048000
1981-04-16,0.0859430804848671,0.08637276611056467,0.0859430804848671,0.08637276611056467,23878400
1981-04-20,0.08852117508649826,0.08895086053568088,0.08852117508649826,0.08852117508649826,35347200
1981-04-21,0.09453760832548141,0.09496729963919782,0.09453760832548141,0.09453760832548141,28537600
1981-04-22,0.09797506779432297,0.0984047588971232,0.09797506779432297,0.09797506779432297,18995200
1981-04-23,0.10055319964885712,0.10098289078664274,0.10055319964885712,0.10055319964885712,58016000
1981-04-24,0.09969386458396912,0.10055323569294074,0.09969386458396912,0.10055323569294074,35056000
1981-04-27,0.09883445501327515,0.09926414618775836,0.09883445501327515,0.09926414618775836,38528000
1981-04-28,0.0971156656742096,0.09754535668889751,0.0971156656742096,0.09754535668889751,32188800
1981-04-29,0.09582668542861938,0.09625637104491393,0.09582668542861938,0.09625637104491393,13641600
1981-04-30,0.09754540771245956,0.09840479019135685,0.09754540771245956,0.09754540771245956,12611200
1981-05-01,0.09754540771245956,0.09840479019135685,0.09754540771245956,0.09754540771245956,16553600
1981-05-04,0.0971156656742096,0.09754535668889751,0.0971156656742096,0.09754535668889751,14448000
1981-05-05,0.09668603539466858,0.09711571515362918,0.09668603539466858,0.09711571515362918,17539200
1981-05-06,0.09410789608955383,0.09453758154421969,0.09410789608955383,0.09453758154421969,18950400
1981-05-07,0.0953969657421112,0.09582665696811432,0.0953969657421112,0.0953969657421112,9363200
