Price,Close,High,Low,Open,Volume
Ticker,XYLD,XYLD,XYLD,XYLD,XYLD
Date,,,,,
2013-06-24,20.441694259643555,20.534260579267347,20.246276255800794,20.364555006046153,15700
2013-06-25,20.482831954956055,20.56511289486818,20.40054905331158,20.54454216945706,10000
2013-06-26,20.724533081054688,20.724533081054688,20.63196676964432,20.63196676964432,400
2013-06-27,20.832529067993164,20.868528826260068,20.827387366373767,20.868528826260068,3200
2013-06-28,20.801673889160156,21.5576295401094,20.719392935256405,21.12565600341422,36100
2013-07-01,20.85309410095215,20.950804060621742,20.85309410095215,20.950804060621742,300
2013-07-02,20.904523849487305,21.161652054466323,20.80167217514919,21.161652054466323,220700
2013-07-03,20.909666061401367,20.914807762464285,20.441692795372823,20.85309754104639,16400
2013-07-05,20.70909881591797,21.05364955168777,20.70909881591797,20.945656213168743,3200
2013-07-08,21.13592529296875,21.166781365728777,20.441680330584834,20.441680330584834,6000
2013-07-09,21.269638061523438,21.269638061523438,21.171928121971227,21.228496621347382,5100
2013-07-10,21.25421905517578,21.274787821325116,21.197650534366804,21.22336296335291,8800
2013-07-11,21.40334701538086,21.44448846170169,21.367349230716194,21.44448846170169,9000
2013-07-12,21.444490432739258,21.444490432739258,21.3930636201114,21.39820728224034,9300
2013-07-15,21.537052154541016,21.537052154541012,21.45991293286668,21.495910713186195,13200
2013-07-16,21.480491638183594,21.50106236650747,21.42392311615925,21.50106236650747,16200
2013-07-17,21.526771545410156,21.717045849342192,21.49591545758375,21.717045849342192,60100
2013-07-18,21.578195571899414,21.61419335878805,21.53191242279513,21.547341446984728,13800
2013-07-19,21.588470458984375,21.81474243274044,21.537045634590683,21.81474243274044,32900
2013-07-22,21.593616485595703,21.624470598921683,21.557616750496198,21.578187467201197,14700
2013-07-23,21.423913955688477,21.629617227507044,21.423913955688477,21.629617227507044,22300
2013-07-24,21.5006103515625,21.613853360213863,21.459430361663824,21.613853360213863,16200
2013-07-25,21.54693603515625,21.55208255191195,21.443988027912955,21.464578022075596,14800
2013-07-26,21.54693603515625,21.74253705256152,21.3564834980766,21.377071528669322,10400
2013-07-29,21.5006103515625,21.557231855888183,21.44398884723682,21.531495343986506,11300
2013-07-30,21.49031639099121,21.716800455651757,21.48002139301981,21.60355940510653,19900
2013-07-31,21.588115692138672,21.70135870502533,21.346190114930906,21.70135870502533,20900
2013-08-01,21.757986068725586,21.768281069356703,21.701364547039724,21.716806066201105,7900
2013-08-02,21.670473098754883,21.757979596303237,21.639590069619,21.757979596303237,7300
2013-08-05,21.727100372314453,21.74769037291852,21.711658853646664,21.7219538539487,8900
