Price,Close,High,Low,Open,Volume,SMA_50,RSI,MACD,MACD_Signal,MACD_Hist,ATR,Return
Ticker,,,,INTC,INTC,,,,,,,
Date,,,,,,,,,,,,
1980-03-17,0.1814997941255569,0.1844036121677932,0.1814997941255569,0.18149979412555695,10924800,,,,,,,
1980-03-18,0.1800478398799896,0.1829516403080598,0.1800478398799896,0.18149973178563042,17068800,,,,,,,-0.7999756983541606
1980-03-19,0.1844035536050796,0.1873079190791629,0.1844035536050796,0.18440355360507965,18508800,,,,,,,2.419197990930244
1980-03-20,0.1836775988340377,0.1865813993295306,0.1836775988340377,0.18440355311210824,11174400,,,,,,,-0.39367721329091054
1980-03-21,0.1771433651447296,0.1800477456402036,0.1771433651447296,0.18004774564020365,12172800,,,,,,,-3.5574472503923205
1980-03-24,0.173513725399971,0.1764175428167725,0.1735137253999709,0.17641754281677255,8966400,,,,,,,-2.0489843025128796
1980-03-25,0.1742395758628845,0.1771433749314894,0.1742395758628845,0.17423957586288452,11347200,,,,,,,0.41832452230525785
1980-03-26,0.1727877706289291,0.1756915880387254,0.1727877706289291,0.17423967933382728,16262400,,,,,,,-0.8332235812476108
1980-03-27,0.16697958111763,0.1698839464822613,0.16697958111763,0.16988394648226135,26918400,,,,,,,-3.361458678561513
1980-03-28,0.173513725399971,0.1764175428167725,0.1735137253999709,0.17351372539997098,20102400,,,,,,,3.913139701636914
1980-03-31,0.1793219447135925,0.1822257460985986,0.1793219447135925,0.17932194471359253,9004800,,,,,,,3.3474120276265174
1980-04-01,0.1800478398799896,0.1829516403080598,0.1800478398799896,0.18004783987998962,8179200,,,,,,,0.4047999633042476
1980-04-02,0.1814997941255569,0.1844036121677932,0.1814997941255569,0.18149979412555695,12556800,,,,,,,0.806426917720926
1980-04-03,0.1778694093227386,0.1807737746758561,0.1778694093227386,0.18077377467585615,6988800,,,,,,0.004987885509361966,-2.0002142814040336
1980-04-07,0.173513725399971,0.1764175428167725,0.1735137253999709,0.17641754281677255,13478400,,41.43566596963277,,,,0.004920584492769394,-2.448810022674741
1980-04-08,0.1742395758628845,0.1771433749314894,0.1742395758628845,0.17423957586288452,29184000,,42.87516656511968,,,,0.004787808680050304,0.41832452230525785
1980-04-09,0.1706098765134811,0.1735136764950544,0.1706098765134811,0.17351367649505448,11558400,,37.86324108142688,,,,0.004672323305174176,-2.0831658545012344
1980-04-10,0.1698839664459228,0.1727877671809836,0.1698839664459228,0.17060992078388562,14784000,,36.9333870635276,,,,0.00450082008124443,-0.42547951056102207
1980-04-11,0.1698839664459228,0.1727877671809836,0.1698839664459228,0.16988396644592285,9523200,,36.93338706352759,,,,0.004349806379552031,0.0
1980-04-14,0.1713358461856842,0.1742396464303348,0.1713358461856842,0.1713358461856842,8025600,,40.33239947805313,,,,0.004350349229244367,0.8546302338799938
1980-04-15,0.1691574305295944,0.1720617959503839,0.1691574305295944,0.17133585830048248,10598400,,37.10139013557537,,,,0.004219456537992057,-1.2714301791400762
1980-04-16,0.1626238524913787,0.1655276525329576,0.1626238524913787,0.16552765253295768,10752000,,29.474805165029657,,,,0.004425009773201923,-3.862424498740913
1980-04-17,0.1597195863723755,0.1626239701019452,0.1597195863723755,0.16262397010194524,17702400,,26.834226991658458,,,,0.004292248894612097,-1.7858795462720845
1980-04-18,0.1618978977203369,0.1648016977510385,0.1618978977203369,0.16189789772033691,18739200,,31.771446952659005,-0.005254329793359075,,,0.004360131352618217,1.3638348291754365
1980-04-21,0.160445436835289,0.1633498020613605,0.160445436835289,0.16189791024210828,9043200,,30.30309336154765,-0.005505347102324226,,,0.00423680955958178,-0.8971462295062516
1980-04-22,0.1677056699991226,0.170610037695289,0.1677056699991226,0.16770566999912262,20428800,,44.188232552170945,-0.00506011018770533,,,0.004732385154430046,4.525048083035754
1980-04-23,0.1778694093227386,0.1807737746758561,0.1778694093227386,0.17786940932273865,14822400,,57.07935211249279,-0.003842830149721671,,,0.005420887047985497,6.060462549458934
1980-04-24,0.1785959154367447,0.1814997156059575,0.1785959154367447,0.1785959154367447,8832000,,57.82915583815637,-0.0027873728783923968,,,0.005274624666216071,0.40844916322169134
1980-04-25,0.1756915748119354,0.1785959403571723,0.1756915748119354,0.17859594035717233,7104000,,53.78406821498992,-0.002160368024733017,,,0.005082977138876285,-1.6262077538038433
1980-04-28,0.1742395758628845,0.1771433749314894,0.1742395758628845,0.1756914837055774,6931200,,51.83205417310671,-0.0017603343031322993,,,0.004908424908899261,-0.8264476828813039
1980-04-29,0.1756915748119354,0.1785959403571723,0.1756915748119354,0.1756915748119354,6297600,,53.643898485445796,-0.00131102780391254,,,0.0048645850087315964,0.8333347586851003
1980-04-30,0.1778694093227386,0.1807737746758561,0.1778694093227386,0.17786940932273865,7065600,,56.29909367238496,-0.0007703361662954877,0.0023910034347685172,-0.003161339601064005,0.004881729253023516,1.239578228571525
1980-05-01,0.1785959154367447,0.1814997156059575,0.1785959154367447,0.1785959154367447,7008000,,57.18020982561365,-0.00027998369848339366,0.0023050847220644896,-0.0025850684205478832,0.004783858745222935,0.40844916322169134
1980-05-02,0.1814997941255569,0.1844036121677932,0.1814997941255569,0.18149979412555695,5510400,,60.599734535765776,0.00033903472524596245,0.0023392825166350766,-0.002000247791389114,0.004863391292751131,1.6259491051130448
1980-05-05,0.1836775988340377,0.1865813993295306,0.1836775988340377,0.18367759883403778,3513600,,62.98699963730424,0.0009938850371035979,0.0023953062627941695,-0.0014014212256905716,0.00488023699950161,1.1998937623996841
1980-05-06,0.1829516589641571,0.1858554596883361,0.1829516589641571,0.18367761329939944,6988800,,61.64616879056516,0.0014377083398266488,0.0022713036524137763,-0.0008335953125871275,0.004728535060976481,-0.39522504349401855
1980-05-07,0.1829516589641571,0.1858554596883361,0.1829516589641571,0.1829516589641571,6393600,,61.64616879056518,0.0017690490090276068,0.0020821154572917876,-0.00031306644826418074,0.004589219145271456,0.0
1980-05-08,0.1807738840579986,0.1836777028141346,0.1807738840579986,0.18295174812510065,7468800,,57.395268940684744,0.0018347606632205249,0.0017182616891877646,0.00011649897403276041,0.004461171181587634,-1.190355375014751
1980-05-09,0.1829516589641571,0.1858554596883361,0.1829516589641571,0.1829516589641571,16684800,,60.34042000725406,0.0020390608330854987,0.0015380494872421907,0.0005010113458433081,0.004508092970432866,1.2046955330449194
1980-05-12,0.1822258085012436,0.1851296274974473,0.1822258085012436,0.18295176325029452,8582400,,58.87947939675295,0.002117985307213577,0.0012935791690962149,0.0008244061381173619,0.004387267931947272,-0.39674440069205064
1980-05-13,0.1858555078506469,0.1887598909151243,0.1858555078506469,0.18585550785064697,7372800,,63.62259902913659,0.0024452328027681214,0.0012966613317206075,0.0011485714710475139,0.004548328255805801,1.9918689779765852
1980-05-14,0.1887598931789398,0.191663694690431,0.1887598931789398,0.18875989317893982,4742400,,66.91150014485243,0.002905446247949417,0.0014054998215215224,0.0014999464264278946,0.004642508028401201,1.5627114643418816
1980-05-15,0.190211683511734,0.193115500081115,0.1902116835117339,0.19021168351173398,8102400,,68.44714962269,0.003348714173166789,0.0014790141973911155,0.0018696999757756736,0.004621132041855475,0.7691201284045768
1980-05-16,0.192389577627182,0.195293378058061,0.192389577627182,0.192389577627182,4838400,,70.64790450931163,0.00383157701639944,0.0015695016324990133,0.0022620753839004267,0.004655341629275454,1.1449844064461256
1980-05-19,0.1931154429912567,0.1960198070559682,0.1931154429912567,0.1931154429912567,8640000,,71.36477011905403,0.004224127455195653,0.0015696416570361808,0.0026544857981594724,0.004579414846292639,0.3772893381372766
1980-05-20,0.1909376084804535,0.1938414246061564,0.1909376084804535,0.19311547057473072,21811200,,66.14502491090794,0.0043098126248414526,0.0013242614613455839,0.0029855511634958687,0.004455635166049431,-1.1277371074367326
1980-05-21,0.1865812987089157,0.1894856626089529,0.1865812987089157,0.18948566260895297,10540800,,57.14180335660065,0.0039803183158675925,0.0007958137218973789,0.0031845045939702136,0.004448315693265956,-2.2815357363102917
1980-05-22,0.1844035536050796,0.1873079190791629,0.1844035536050796,0.1865813998283241,5318400,,53.24044867370342,0.0035030844949596462,0.000254863920791546,0.0032482205741681002,0.004334796061632167,-1.1671829486156637
1980-05-23,0.1909376084804535,0.1938414246061564,0.1909376084804535,0.19093760848045352,29779200,,61.69160068296031,0.0036104973091503623,0.0002898213879858097,0.0033206759211645526,0.004709216818859757,3.5433454223812166
1980-05-27,0.190211683511734,0.193115500081115,0.1902116835117339,0.19093763765407926,8332800,0.1781310328841209,60.385808383946454,0.003595598834910202,0.0002199383309965195,0.0033756605039136824,0.0045770086035008045,-0.3801896203145305
1980-05-28,0.194567397236824,0.1974717788588442,0.194567397236824,0.19456739723682404,6700800,0.17839238494634624,65.15206469439396,0.0038904150985763775,0.00041180367573015594,0.0034786114228462215,0.004773136021323081,2.2899296429502947
1980-05-29,0.194567397236824,0.1974717788588442,0.194567397236824,0.19456739723682404,7660800,0.17868277609348293,65.15206469439396,0.004077061286935052,0.00047875989127106437,0.0035983013956639876,0.004636762032188803,0.0
1980-05-30,0.1974718123674392,0.2003756128946766,0.1974718123674392,0.19747181236743927,5721600,0.17894414126873012,68.11849493368535,0.004408523054194674,0.000648177326824549,0.003760345727370125,0.004722117815214963,1.4927552980934289
1980-06-02,0.1981977969408035,0.2011016147720279,0.1981977969408035,0.19819779694080356,6355200,0.17923454523086543,68.83267866268253,0.004675889042325215,0.0007324346519640718,0.0039434543903611435,0.004642642303221489,0.36763959608243635
1980-06-03,0.1931154429912567,0.1960198070559682,0.1931154429912567,0.19601980705596825,15244800,0.179553986787796,58.887424336403974,0.004426647389844551,0.0003865543995867256,0.004040092990257826,0.0046745926762946245,-2.5642837750940006
1980-06-04,0.1960199922323227,0.198923794069647,0.1960199922323227,0.1960199922323227,7680000,0.180004112124443,62.244775718186716,0.004412628400551927,0.00029802832823528063,0.004114600072316646,0.00475687245171306,1.504048146578052
1980-06-05,0.1960199922323227,0.198923794069647,0.1960199922323227,0.1960199922323227,6470400,0.1804397204518318,62.244775718186716,0.0043513584983932985,0.00018940674086132155,0.004161951757531977,0.00462254400452794,0.0
1980-06-06,0.194567397236824,0.1974717788588442,0.194567397236824,0.19601987053320238,28723200,0.18087531298398968,59.42988110750436,0.0041378903589028015,-1.9249118903340127e-05,0.004157139477806142,0.0044981270250136806,-0.7410443082647822
1980-06-09,0.1931154429912567,0.1960198070559682,0.1931154429912567,0.1945673342299452,7545600,0.18139803022146223,56.671119970474756,0.0038076623854800817,-0.0002795816738608483,0.00408724405934093,0.00438283163725533,-0.7462474526500507
1980-06-10,0.1952933520078659,0.198197717022145,0.1952933520078658,0.19529335200786588,17280000,0.1818336227536201,59.69354363599629,0.0036792809331492593,-0.0003263705009533373,0.004005651434102597,0.004433384273373112,1.1277756884040535
1980-06-11,0.1974718123674392,0.2003756128946766,0.1974718123674392,0.19747181236743927,3206400,0.18219662010669704,62.51051217712386,0.0037105483603415146,-0.00023608245900886594,0.0039466308193503805,0.004480242544662285,1.1154810633213552
1980-06-12,0.194567397236824,0.1974717788588442,0.194567397236824,0.19747177885884423,10809600,0.18248701125383374,56.80985681619608,0.00346106894546766,-0.00038844949910617644,0.0038495184445738366,0.004366534387507559,-1.4707998553286639
1980-06-13,0.194567397236824,0.1974717788588442,0.194567397236824,0.19456739723682404,3590400,0.18274836331605906,56.80985681619609,0.0032261654842933585,-0.0004986823682243827,0.003724847852517741,0.004261105613150956,0.0
1980-06-16,0.194567397236824,0.1974717788588442,0.194567397236824,0.19456739723682404,7987200,0.18308232307434077,56.809856816196096,0.0030053588923842356,-0.0005755911681068048,0.0035809500604910404,0.004163344943310052,0.0
1980-06-17,0.1938415616750717,0.1967459282083562,0.1938415616750717,0.1945674996030381,12864000,0.1834888797998428,55.23754140663943,0.0027402117582713825,-0.0006725906417757261,0.0034128024000471087,0.004072684390672938,-0.37305096951513184
1980-06-18,0.192389577627182,0.195293378058061,0.192389577627182,0.19384148615101585,8064000,0.18385187983512874,52.12935799318348,0.00238542012791515,-0.0008219058177055673,0.003207325945620717,0.003988560661305979,-0.7490571347766872
1980-06-19,0.1887598931789398,0.191663694690431,0.1887598931789398,0.19166369469043104,13689600,0.18421488016843793,45.27149446047259,0.001790717725036528,-0.0011332865764673516,0.0029240043015038796,0.0039627465587212685,-1.8866325780266147
1980-06-20,0.1894857585430145,0.1923895755594733,0.1894857585430145,0.1894857585430145,7027200,0.18460691601037976,46.77934590587188,0.0013622795441314561,-0.0012493798058979388,0.002611659350029395,0.003938801141657863,0.38454427571994465
1980-06-23,0.1894857585430145,0.1923895755594733,0.1894857585430145,0.1894857585430145,9888000,0.1849989518523216,46.77934590587188,0.0010110840514664376,-0.001280460238850366,0.0022915442903168035,0.0038644263177229753,0.0
1980-06-24,0.1894857585430145,0.1923895755594733,0.1894857585430145,0.1894857585430145,9676800,0.1853619500994682,46.77934590587187,0.0007244085623247243,-0.0012537085823936638,0.001978117144718388,0.0037954259571486926,0.0
1980-06-25,0.1916635930538177,0.194567393025463,0.1916635930538177,0.19166359305381772,15494400,0.18581207334995267,51.75988292564213,0.0006652802789606782,-0.0010502694926061678,0.001715549771566846,0.00388777698773655,1.1493394160853487
1980-06-26,0.1916635930538177,0.194567393025463,0.1916635930538177,0.19166359305381772,10156800,0.18639286816120143,51.75988292564213,0.0006113731591858573,-0.0008833412899047911,0.0014947144490906484,0.0038171527761749484,0.0
1980-06-27,0.192389577627182,0.195293378058061,0.192389577627182,0.192389577627182,6912000,0.18704626798629756,53.44426659018844,0.0006200843200957762,-0.000699704103195898,0.0013197884232916742,0.0038037092421508737,0.3787806342336886
1980-06-30,0.1909376084804535,0.1938414246061564,0.1909376084804535,0.19238951654330497,5337600,0.1876270622014999,49.706112933849944,0.0005040162171369156,-0.0006526177649238069,0.0011566339820607225,0.00373916311994998,-0.7547026011680225
1980-07-01,0.1938415616750717,0.1967459282083562,0.1938415616750717,0.19384156167507174,9811200,0.18829498469829556,56.29094036675843,0.0006389902805759018,-0.00041411496118785645,0.0010531052417637582,0.0038875321469279463,1.5208911527324842
1980-07-02,0.1952933520078659,0.198197717022145,0.1952933520078658,0.19529335200786588,6585600,0.18884673833847043,59.169113880243785,0.0008532695843982974,-0.0001598685258923688,0.0010131381102906662,0.003921125519368746,0.7489572000187517
1980-07-03,0.1967458426952362,0.1996496429953865,0.1967458426952362,0.1967458426952362,4550400,0.18922426700592038,61.874069248683625,0.0011272965629166298,9.132676210077103e-05,0.0010359698008158588,0.003952312460744466,0.7437481473060004
1980-07-07,0.2040054351091385,0.205457909131866,0.2040054351091385,0.2040054351091385,19545600,0.18973245739936825,71.89551695683645,0.0019082561652816743,0.0006978290915726523,0.001210427073709022,0.004293347804470839,3.689832686908434
1980-07-08,0.2083616256713867,0.2098135341311656,0.2083616256713867,0.20836162567138672,13190400,0.1903858584165573,75.97618526386103,0.0028458749736355315,0.0013083583199412076,0.001537516653694324,0.004401855398619332,2.1353306395575755
1980-07-09,0.2083616256713867,0.2090875799012762,0.2083616256713867,0.20836162567138672,9388800,0.19106829941272735,75.97618526386101,0.00354804498048103,0.0016084226614293646,0.0019396223190516653,0.004138590189554269,0.0
1980-07-10,0.2112654149532318,0.2119913524713663,0.2112654149532318,0.2112654149532318,14092800,0.19177977621555328,78.40069064970295,0.0042893859259290346,0.0018798108855018953,0.0024095750404271392,0.00410215273281335,1.3936295958953515
1980-07-11,0.2105395048856735,0.2119913968426192,0.2105395048856735,0.211265459172541,9888000,0.192433178126812,76.32691719944094,0.004763419357276172,0.001883075453479226,0.0028803439037969458,0.003912412865208477,-0.3436009948523777
1980-07-14,0.2127173542976379,0.2141698278638386,0.2127173542976379,0.21271735429763794,15052800,0.19311560690402985,78.1907694241721,0.0052542606670379355,0.0018991334105927914,0.003355127256445144,0.003892220549033645,1.0344136665216386
1980-07-15,0.2192515879869461,0.2199775426046597,0.2192515879869461,0.21925158798694613,20678400,0.19387064278125762,82.61374225539095,0.006100194743439508,0.0021960539895954905,0.003904140753844017,0.004133266749855459,3.0717915380638727
1980-07-16,0.2228818833827972,0.2236078379156724,0.2228818833827972,0.22288188338279724,11692800,0.1946547284722328,84.49511351140605,0.006983041931817036,0.002463120942378414,0.0045199209894386215,0.004149223445237137,1.6557669794698304
1980-07-17,0.2279634028673172,0.2294152943887676,0.2279634028673172,0.2279634028673172,15456000,0.195554963350296,86.6695619998729,0.008000515876669223,0.002784475909784481,0.005216039966884742,0.0043198136762789335,2.279915894192497
1980-07-18,0.2337715625762939,0.2344975166311852,0.2337715625762939,0.23377156257629395,12576000,0.19657136142253875,88.63199341399266,0.009169837082307453,0.003163037692338168,0.0060067993899692845,0.004478229000626099,2.547847433369488
1980-07-21,0.2337715625762939,0.2344975166311852,0.2337715625762939,0.23377156257629395,14208000,0.19763131499290465,88.63199341399266,0.00998147236214017,0.003179738377736708,0.006801733984403462,0.004209814400841416,0.0
1980-07-22,0.2308679223060608,0.2323198314178725,0.2308679223060608,0.23231983141787257,14150400,0.19858964025974274,81.66183231043178,0.01027199055284933,0.0027762052547566935,0.007495785298092637,0.004116388595948345,-1.2420844683730392
1980-07-23,0.2286894768476486,0.2294154146806205,0.2286894768476486,0.22941541468062052,8371200,0.19951891362667085,76.78310512237923,0.01020876567364154,0.0021703843004391224,0.008038381373202418,0.003977788235929049,-0.9435894933572664
1980-07-24,0.2272375375032425,0.2279634918557453,0.2272375375032425,0.2279634918557453,11616000,0.20034655421972275,73.62588816771199,0.00992706708070687,0.0015109485660035615,0.008416118514703308,0.0037971576513594237,-0.6348955642473064
1980-07-25,0.2250595390796661,0.225785492995531,0.2250595390796661,0.225785492995531,22156800,0.20107254713773728,69.03990247875886,0.009419490621333654,0.0008026976853042767,0.008616792936029377,0.003681376758896404,-0.958467710707922
1980-07-28,0.2272375375032425,0.228689446208248,0.2272375375032425,0.2272375375032425,7372800,0.20181306421756745,70.98612530876689,0.009088215598676008,0.0003771381301173049,0.008711077468558703,0.0036776966183044934,0.967743216965089
1980-07-29,0.2374014109373092,0.2388533029078673,0.2374014109373093,0.2374014109373093,11424000,0.20271330088377,77.95163624767699,0.009535893554597163,0.0006598528688307667,0.008876040685766397,0.0042452368799269285,4.472796856426808
1980-07-30,0.2446614354848861,0.2453873896298258,0.2446614354848861,0.24466143548488617,12614400,0.20374422073364257,81.38869928976587,0.01035711449759455,0.0011848590494625208,0.009172255448132029,0.004512666965994188,3.0581219037042917
1980-07-31,0.2461134642362594,0.247565356619989,0.2461134642362594,0.24611346423625946,24384000,0.2048477378487587,81.9932978703469,0.010998322777857644,0.0014608538637804914,0.009537468914077153,0.004397663012560157,0.5934849309191748
1980-08-01,0.2424835413694381,0.2446614035197181,0.2424835413694381,0.2446614035197181,9523200,0.20596578270196914,75.39907977633628,0.011085790429395864,0.0012386572122549677,0.009847133217140897,0.004342782983058575,-1.4748981239550263
1980-08-04,0.2461134642362594,0.2482918760912499,0.2461134642362594,0.24611346423625946,5721600,0.20719998091459274,77.35994237690576,0.011317551918644947,0.0011763349612032396,0.010141216957441707,0.004447538714831852,1.496977009788436
1980-08-05,0.2475653737783432,0.2490178478505345,0.2475653737783432,0.2475653737783432,6720000,0.20833253622055053,78.11146047174928,0.01148597832618703,0.0010758090949962579,0.010410169231190772,0.004337241524652904,0.589935031222022
1980-08-06,0.2453873753547668,0.2475652210461068,0.2453873753547668,0.24756522104610684,11193600,0.20943605005741117,74.13594518402697,0.011313298533905475,0.0007225034421717621,0.010590795091733713,0.0041829165560522035,-0.87976698450829
1980-08-07,0.2482918500900268,0.2490178045142664,0.2482918500900268,0.24829185009002688,8812800,0.2105105391144752,75.89764864820157,0.011280777609615544,0.0005519860143054639,0.01072879159531008,0.004143430999586183,1.183628428748995
1980-08-08,0.2519215941429138,0.253373502925394,0.2519215941429138,0.2519215941429138,5817600,0.211657623052597,77.92158636806305,0.011416294614922218,0.0005500024156897092,0.010866292199232509,0.0042104818045860335,1.4618861036199693
1980-08-11,0.2678936421871185,0.2693455509043575,0.2678936421871185,0.26789364218711853,7276800,0.21306605964899059,84.20635601455992,0.012666492174003063,0.0014401599798164431,0.01122633219418662,0.005154758613532804,6.340086922101573
1980-08-12,0.2686195969581604,0.2715234143970967,0.2686195969581604,0.2686195969581604,22406400,0.21447449564933774,84.42339016706562,0.013559555118847488,0.0018665783397286938,0.011692976779118795,0.005045782021167903,0.27098618881551406
