,Close Price Prediction,Off-by Percentage,Difference,index,Current Close
892,30.653461265563966,0.041813415199148954,1.2302835464477546,524,29.42317771911621
1278,51.85696887969971,0.03317801580928835,1.6652612686157227,453,50.191707611083984
1399,80.2299998474121,0.027277963705192743,2.130398101806634,279,78.09960174560547
618,42.54359634399414,0.026697283178863704,1.1062641906738264,11,41.43733215332031
1315,19.809190731048584,0.0266124743191714,0.5135059165954594,855,19.295684814453125
423,23.980704708099367,0.0266119743784582,0.6216310691833513,2450,23.359073638916016
1280,296.0937158203125,0.025432456932180696,7.34362426757815,5919,288.7500915527344
879,68.11415664672852,0.024579126348855458,1.6340235900878923,404,66.48013305664062
902,87.0087644958496,0.0236695519686928,2.011839141845698,277,84.9969253540039
735,76.22857788085938,0.02331598622664584,1.7368481445312511,391,74.49172973632812
384,192.0853207397461,0.023201937991143503,4.355691223144532,5285,187.72962951660156
857,72.9312850189209,0.022759949341589446,1.6229735565185592,399,71.30831146240234
839,74.65644958496094,0.02260537662118885,1.6503308105468761,227,73.00611877441406
1257,42.46135040283203,0.02079094461824985,0.8648309326171884,499,41.596519470214844
760,64.80413864135743,0.02039399255920379,1.2952008056640665,307,63.50893783569336
1574,45.992897529602054,0.020238396262250765,0.9123578262329133,3134,45.08053970336914
674,26.159753952026367,0.02005186664668497,0.5142404174804689,1109,25.6455135345459
1534,18.563764152526854,0.019953221205911507,0.3631606674194323,857,18.200603485107422
215,97.04108268737792,0.01931953117950251,1.8392546844482354,4142,95.20182800292969
1389,256.02648422241214,0.019235392663707405,4.831827850341824,5380,251.1946563720703
1544,53.210959358215334,0.018385395543745145,0.9606427383422869,483,52.25031661987305
1182,48.80484516143799,0.018261386309455736,0.8752606582641604,3124,47.92958450317383
524,70.60768432617188,0.018206022700317737,1.2625000000000028,305,69.34518432617188
1611,312.9393341064453,0.01808708686735263,5.559603881835926,5826,307.3797302246094
1423,66.58688457489014,0.017852514485227153,1.1678934860229475,405,65.41899108886719
1268,33.366572265625,0.017743715610405098,0.5817250061035182,681,32.784847259521484
656,78.39155715942383,0.0175639204819766,1.3530973815917946,320,77.03845977783203
1044,17.896943130493163,0.017485382628142688,0.3075571441650382,896,17.589385986328125
355,34.28392303466797,0.017276518524924317,0.5822476196289088,520,33.70167541503906
972,158.11426223754881,0.017198059680101376,2.6732832336425645,4960,155.44097900390625
1438,32.41260946273804,0.016804422626033762,0.535673503875735,2409,31.876935958862305
1392,38.96393310546875,0.016586225185521004,0.6357203674316381,537,38.32821273803711
63,21.33077257156372,0.01606558313890523,0.3372728157043454,845,20.993499755859375
1551,59.28157215118408,0.015979553849998974,0.9323938369750948,449,58.349178314208984
413,29.236614112854003,0.015936144324859746,0.4586104202270498,632,28.778003692626953
1527,19.18702611923218,0.01582033212422155,0.2988177299499526,850,18.888208389282227
997,47.64380302429199,0.015811963552714796,0.7416156768798814,490,46.90218734741211
1583,440.83618103027345,0.015613167173466011,6.777037963867201,6394,434.05914306640625
1589,143.73573379516603,0.015493072610196402,2.1929328918457145,4982,141.5428009033203
314,209.9212124633789,0.015284516113939143,3.16024139404297,5323,206.76097106933594
280,266.25626770019534,0.015220995690187925,3.9919244384765875,5450,262.26434326171875
76,35.5059903717041,0.015181045526010522,0.5309575653076166,512,34.975032806396484
226,174.69727111816405,0.015156587714301673,2.6082818603515534,5078,172.0889892578125
1069,27.71728012084961,0.01507147665424725,0.4115378570556629,2422,27.305742263793945
973,81.86044639587402,0.015055474832762832,1.214168014526365,349,80.64627838134766
1004,32.286168327331545,0.014898200808249258,0.47394489288330277,1848,31.812223434448242
977,468.8595584106445,0.014880914114764915,6.874756164550774,6386,461.98480224609375
580,44.98641750335693,0.014832107947963248,0.6574914169311512,42,44.32892608642578
985,276.7388180541992,0.014763420845079485,4.026171569824214,5985,272.712646484375
253,316.143923034668,0.014725937710658379,4.587953796386728,5509,311.55596923828125
1002,39.13924156188965,0.014702168045613985,0.5670941925048822,2737,38.572147369384766
161,91.64702430725097,0.014673621799390314,1.3253461456298794,4258,90.3216781616211
142,26.48982181549072,0.014596102114059656,0.3810857772827134,2437,26.108736038208008
221,24.472757034301758,0.01452460603748896,0.35036819458007784,2453,24.12238883972168
259,41.31109310150146,0.0145009921625621,0.5904891586303691,2809,40.720603942871094
859,72.98464332580566,0.014450533537999828,1.0396436309814447,286,71.94499969482422
1100,66.10733829498291,0.014429910226074434,0.9403537368774408,418,65.16698455810547
1618,202.29967407226562,0.014361555057714059,2.8642034912109295,5278,199.4354705810547
1061,21.093254680633546,0.014183636000476191,0.29499494552612404,980,20.798259735107422
1474,40.070288581848146,0.014009644119219752,0.5536145401000994,549,39.51667404174805
149,274.0265808105469,0.013978633653717485,3.7777099609375,5856,270.2488708496094
269,25.22932418823242,0.013808088954060436,0.3436239624023436,2426,24.885700225830078
998,20.5848410987854,0.013737490999080035,0.2789519691467284,917,20.305889129638672
1238,85.619750289917,0.013654635156743483,1.1533577728271496,379,84.46639251708984
1431,33.36556896209717,0.013514640230369841,0.44491085052490575,719,32.920658111572266
852,96.54146705627441,0.01347899218218762,1.283974990844726,4241,95.25749206542969
1598,31.76246946334839,0.01342524076536398,0.4207698631286618,731,31.341699600219727
1387,51.230013313293455,0.01318959261219409,0.6669067764282204,143,50.563106536865234
1529,78.75212814331054,0.013173647863277342,1.0239634704589804,336,77.72816467285156
968,20.629402770996094,0.012968026984387914,0.26409782409668026,846,20.365304946899414
437,33.32003616333008,0.012914991259704316,0.42484115600586136,686,32.89519500732422
