,Close Price Prediction,Off-by Percentage,Difference,index,Current Close
908,615.867318725586,0.058253862327586496,33.90174255371096,584,581.965576171875
128,493.69665161132815,0.051343395672176204,24.1101647949219,401,469.58648681640625
617,373.69756286621094,0.027191096647208868,9.892265014648444,979,363.8052978515625
1024,607.7068469238282,0.020476519035486997,12.194029541015652,623,595.5128173828125
837,59.320950775146486,0.019010311834639512,1.106671600341798,4129,58.21427917480469
760,537.9911364746093,0.01849228722430079,9.768052978515584,707,528.2230834960938
30,339.63346771240236,0.016933570192123597,5.655440368652364,1335,333.97802734375
404,119.79844497680664,0.016759246440648204,1.974638214111323,3152,117.82380676269531
418,597.3458172607421,0.015903843185500484,9.351371459960887,585,587.9944458007812
386,305.9212777709961,0.01588173935356035,4.782605895996085,1374,301.138671875
690,116.35983360290527,0.01464469810036143,1.6794594573974564,3158,114.68037414550781
977,647.769896850586,0.01405750770332367,8.979796752929701,686,638.7901000976562
307,659.0086895751953,0.013926929674936996,9.051902465820262,681,649.956787109375
376,536.2741595458984,0.013550219054405259,7.169484252929692,639,529.1046752929688
310,501.7322134399414,0.013266468854653896,6.569066467285154,723,495.16314697265625
110,379.0429718017578,0.012840651340636836,4.805453491210926,1004,374.2375183105469
811,56.07464435577393,0.01202575387825564,0.6663267898559582,3993,55.40831756591797
480,548.8626043701172,0.01177417723410335,6.387201538085947,664,542.4754028320312
312,624.2753356933594,0.011668673724586777,7.200445556640602,587,617.0748901367188
823,110.14901069641114,0.011389324736407464,1.2403955841064516,3465,108.90861511230469
359,619.9112390136719,0.01126921601793172,6.908065185546889,687,613.003173828125
903,55.15036464691162,0.011217855744957142,0.6118056869506816,4374,54.53855895996094
357,92.61322578430176,0.01121067876398561,1.0267465972900425,3501,91.58647918701172
377,624.3620611572265,0.011111750181301411,6.861511840820299,622,617.5005493164062
633,246.40908004760743,0.010861965939086412,2.647727508544932,1646,243.7613525390625
653,165.518212890625,0.010758217639020665,1.7617279052734318,2415,163.75648498535156
549,62.79772563934326,0.010541844581661623,0.6550979232788094,4029,62.14262771606445
263,456.8651690673828,0.010021159053581306,4.532893676757794,779,452.332275390625
1009,74.72903907775878,0.009817938866685286,0.726551895141597,3572,74.00248718261719
703,422.79453826904296,0.009801220321608484,4.10368133544921,286,418.69085693359375
989,418.05416412353514,0.009717045842519834,4.023158264160145,314,414.031005859375
361,486.40394775390627,0.009521027934532007,4.587388916015641,536,481.8165588378906
905,295.0048788452148,0.009429292007943174,2.7557028198241937,1396,292.2491760253906
659,56.60850845336914,0.009392570660836139,0.5267518615722651,3958,56.081756591796875
913,104.6536351776123,0.009370788297764748,0.9715825653076138,3261,103.68205261230469
122,455.32624298095703,0.008974201390708664,4.0498452758789085,408,451.2763977050781
547,494.17753509521486,0.008913845055940672,4.366103210449239,531,489.8114318847656
150,46.64105297088623,0.00882181189486185,0.40786052703857223,4565,46.233192443847656
713,72.01323539733886,0.008820796016582371,0.6296599578857354,3624,71.38357543945312
1051,303.8619580078125,0.00879752983652883,2.649921875000018,1388,301.2120361328125
821,425.39828704833985,0.008773860901830157,3.699922790527353,381,421.6983642578125
40,92.71492286682128,0.008612845620197802,0.7917203521728453,3500,91.92320251464844
1087,495.67940795898437,0.00852410047201697,4.1895092773437455,771,491.4898986816406
44,63.57104656219482,0.008415404299412933,0.5305115890502918,4109,63.04053497314453
1121,58.282719116210934,0.008147289807392136,0.47100875854491875,4173,57.811710357666016
47,106.7800828552246,0.008143227013977235,0.862510833740231,2951,105.91757202148438
19,42.03779964447021,0.008097556963909259,0.3376691818237276,4628,41.700130462646484
665,80.74500862121582,0.00804295984547809,0.6442472076415982,3542,80.10076141357422
25,399.16051696777345,0.008022663781146673,3.1768438720703216,855,395.9836730957031
926,93.71460502624512,0.008000886765262411,0.7438484954834053,3478,92.97075653076172
567,162.17621719360352,0.007986362322841719,1.2849360656738327,2420,160.8912811279297
1053,505.03093811035154,0.007972535688201436,3.994530639648417,572,501.0364074707031
181,163.06003479003905,0.007956408769745967,1.287131347656242,2321,161.7729034423828
403,59.61567741394043,0.007708308602031112,0.45602088928222884,4212,59.1596565246582
240,331.43535186767576,0.007681483546791301,2.526507873535138,1293,328.9088439941406
445,267.3198452758789,0.007662631661652185,2.0327969360351403,1444,265.28704833984375
231,75.99843963623047,0.007614153923217073,0.5742910766601597,3620,75.42414855957031
1058,53.26616569519043,0.00760263927502634,0.40190788269043054,3969,52.8642578125
698,249.29779083251952,0.007529533083676827,1.8630679321288994,1572,247.43472290039062
74,56.53966682434082,0.007493043103866668,0.4205033111572263,3949,56.119163513183594
723,300.65073364257813,0.0074741753348831295,2.230445556640632,1280,298.4202880859375
1033,612.2965466308593,0.007419637834251877,4.509559326171825,688,607.7869873046875
953,58.114097061157224,0.007342474684624002,0.4235910797119118,4130,57.69050598144531
666,467.8036279296875,0.007211285662837632,3.3493127441406045,776,464.4543151855469
200,300.7161227416992,0.007197348870045974,2.1488925170898483,1362,298.5672302246094
506,262.8787585449219,0.00709821638390246,1.8528186035156295,1453,261.02593994140625
1148,58.43667770385742,0.0070563410401625745,0.4094598388671855,4013,58.027217864990234
505,426.37657775878904,0.007047323593826699,2.9837860107421648,145,423.3927917480469
133,44.701937217712405,0.007024094134648243,0.31180049896240547,4570,44.39013671875
583,304.20869079589846,0.007001552277694339,2.1151239013672125,1175,302.09356689453125
994,109.09384719848633,0.006804838555570115,0.7373484802246111,3175,108.35649871826172
910,494.5293325805664,0.006786063717637558,3.333287658691404,738,491.196044921875
