,Close Price Prediction,Off-by Percentage,Difference,index,Current Close
465,68.40995895385743,0.03262788898982331,2.1615458679199264,3960,66.2484130859375
1592,262.13203186035156,0.031019980947320166,7.886685791015623,6827,254.24534606933594
38,66.8761907196045,0.026813660694957428,1.7463689422607445,3957,65.12982177734375
580,63.829040184021,0.023884159075682098,1.4889408493041998,4087,62.3400993347168
160,89.717783203125,0.023041200336957023,2.020647277832026,4668,87.69713592529297
1674,227.4823425292969,0.022347258744544674,4.972485351562511,6834,222.50985717773438
828,78.74618026733398,0.021793212345366117,1.6795298767089832,3953,77.066650390625
1480,56.49860397338867,0.020140988414941684,1.115471038818356,4048,55.38313293457031
403,163.8938136291504,0.01988863966801279,3.196059722900401,5685,160.69775390625
1327,358.4105517578125,0.018257524091328727,6.426359863281277,7401,351.98419189453125
1068,86.32970886230468,0.018003812766018666,1.5267761230468722,4352,84.80293273925781
1837,73.20299217224121,0.017652422015631858,1.2697951507568348,2269,71.93319702148438
36,51.940858421325686,0.017590326752544676,0.8978629684448265,4056,51.04299545288086
1294,385.53406524658203,0.017223076986254117,6.527656555175781,7461,379.00640869140625
438,53.27252124786377,0.01706962590528931,0.8940803909301778,4053,52.378440856933594
774,56.48599349975586,0.015813406272216102,0.8793307495117162,2388,55.60666275024414
265,328.5102151489258,0.015425071926498236,4.990317687988295,6952,323.5198974609375
1652,59.67641677856445,0.015359447280678212,0.9027313232421861,4044,58.773685455322266
154,82.02528587341308,0.015209636392170565,1.22888389587402,4288,80.79640197753906
922,45.81030872344971,0.014594569317026485,0.6589644241333019,1063,45.151344299316406
98,61.344127883911135,0.014440375508963049,0.8732225799560567,2381,60.47090530395508
1796,226.6858059692383,0.013832430163425023,3.0928341674804756,6523,223.5929718017578
619,74.62575614929199,0.013729280356518185,1.010681991577144,3954,73.61507415771484
814,255.09516723632814,0.013273468401172273,3.3416424560547,6474,251.75352478027344
1196,55.71702819824219,0.013227815106037743,0.7273927307128929,2399,54.9896354675293
1214,232.58141159057618,0.01318991272681931,3.027792205810556,6844,229.55361938476562
169,67.08103408813477,0.012345604101496179,0.8180564880371151,4104,66.26297760009766
1094,130.90614028930665,0.012213344266743812,1.5795106506347736,5137,129.32662963867188
1335,61.44426239013672,0.012161508535721757,0.7382763671875026,1440,60.70598602294922
112,54.538210487365724,0.012138316590687755,0.6540628433227553,2548,53.88414764404297
233,72.52226509094238,0.012135690757250267,0.8695551300048834,2273,71.6527099609375
648,70.8255184173584,0.012125382739782262,0.8484981536865206,2199,69.97702026367188
1681,57.05721206665039,0.01207002586470851,0.6804687500000028,2563,56.37674331665039
1349,65.13574169158936,0.01175367559616047,0.7566904830932657,2651,64.3790512084961
1834,413.7218057250977,0.01154815372882413,4.723179016113306,7363,408.9986267089844
1208,241.6838330078125,0.011541999802787825,2.7576855468749955,6503,238.9261474609375
1503,91.18206100463867,0.011342286644102691,1.0226142883300753,3934,90.1594467163086
1863,233.43610885620117,0.011314558239369728,2.611676483154298,6340,230.82443237304688
609,105.44689453125,0.011195795175777734,1.167490844726558,3661,104.27940368652344
1049,107.6720238494873,0.011181016737651485,1.1905709075927717,3617,106.48145294189453
210,93.96539825439453,0.011034290046269764,1.0255255126953102,3924,92.93987274169922
973,64.5809700012207,0.011004668909453586,0.7029563903808622,1425,63.878013610839844
1409,68.21276077270508,0.010763002711637435,0.726356353759769,4139,67.48640441894531
1732,84.60579162597656,0.01075659838480566,0.900385437011721,4418,83.70540618896484
1952,55.14892860412598,0.010727975707785928,0.5853566741943368,2437,54.56357192993164
1540,72.05123741149902,0.010718696685601516,0.7641051483154229,2066,71.2871322631836
1918,56.536909942626956,0.010581802082325495,0.5919979858398463,2522,55.94491195678711
1153,67.76226608276367,0.010425799866486065,0.6991862487792986,2367,67.06307983398438
1081,97.71551406860351,0.010397616970948443,1.005553131103511,4734,96.7099609375
1308,61.844373512268064,0.010257120566217932,0.6279047012329073,1417,61.216468811035156
1886,85.64109146118165,0.010047989464327207,0.8519602966308639,4278,84.78913116455078
1859,364.71463165283205,0.010046233547195105,3.627565002441429,7071,361.0870666503906
476,69.84826011657715,0.01000524686580858,0.6919261932373075,2340,69.15633392333984
223,278.53136322021487,0.00996783498830021,2.748953552246121,6826,275.78240966796875
1124,229.53271163940428,0.009854330063500104,2.2398191833495957,6522,227.2928924560547
941,55.69920867919922,0.00984135604061102,0.5428137207031227,2540,55.156394958496094
1050,85.67329780578613,0.009777631443234791,0.8295706939697283,1977,84.8437271118164
117,99.51070167541504,0.009774759367794232,0.9632773590087851,4727,98.54742431640625
1999,82.29271377563477,0.009741200629495038,0.7938963317871099,1695,81.49881744384766
147,352.8570529174805,0.009581323615905728,3.3487521362304733,7053,349.50830078125
1367,64.66704895019531,0.009549156692114842,0.611674804687496,3967,64.05537414550781
753,87.41876235961914,0.009473491408664613,0.8203889465331997,1769,86.59837341308594
561,74.56971893310546,0.0094232645881199,0.6961303710937443,4170,73.87358856201172
1020,97.28784744262695,0.009387606448384336,0.9048060607910173,3777,96.38304138183594
1768,63.181240272521975,0.009374446941755547,0.5867883682251005,4022,62.594451904296875
1034,89.08327659606934,0.009371807061793651,0.8271196746826206,1840,88.25615692138672
914,96.69388710021973,0.009340296429465376,0.8947919464111322,4728,95.7990951538086
746,72.39866569519043,0.009238204428042334,0.6627114105224621,2174,71.73595428466797
365,94.60809577941895,0.00923408561543803,0.8656259918212896,1929,93.74246978759766
1998,305.28001678466796,0.009156032364689363,2.769793395996089,6922,302.5102233886719
